X1,b0,rho_V,sd_V,alpha,iota,sigmaSE,br,N,mu_EI,mu_IR,rho_Y,S_0,E_0,I_0,R_0,eta,od_Y,loglik,loglik.se
35,0.139642674,160.8705117,3689.927127,1.072003984,12.64776424,1.120352715,30.74031215,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2070524,0.092565746
NA,0.175,159.64373386626718,3959.5373714795924,1.0533386996133702,0.17892401921187961,1.1947891317139103,42.096367583712784,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2070747109785,0.11004800877044914
32,0.142652039,171.9063276,4168.709087,1.104929394,14.33067761,1.25286997,3.662888819,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2073529,0.056444193
NA,0.20500000000000002,168.5058629649256,4027.754302121158,1.0483401298667947,10.923021076062755,1.1785867095407128,2.892581243210951,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.20792355757,0.1190354280704161
NA,0.08638895804531715,151,3319.626661594828,1.1868271261993784,11.18497917431144,1.0593187789809473,22.051647842896,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2081524459473,0.16741046365217774
NA,0.23827647422035922,156,3354.4613374268843,0.9763660393424778,6.434182114874235,1.2644185223474742,57.234452708529766,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2082902114099,0.0777153360902616
NA,0.3333877097687551,157.14592155191318,3349.074600002606,0.9028604657933551,1.32,1.1650076394586413,45.59613592791401,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2088800754624,0.17557381265512875
NA,0.4140424597922976,156.99999999999994,3294.48181029608,0.8897342921198321,2.8906059473487695,1.3203813506471977,21.625801401676313,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2097852372187,0.13177492166401178
56,0.452506238,163.4495149,4171.781468,0.882537779,12.20414129,1.29606527,5.842895385,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2100904,0.033017429
NA,0.22604523062155996,160.9817764037012,3410.352619550335,1.0250000000000001,7.707603346173517,1.2420727135524114,4.796391469506063,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2104473452621,0.13225206266210762
14,0.283021265,171.5758181,4358.879202,0.98882953,4.230515747,1.241192449,2.00247288,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2104995,0.060256377
NA,0.3212500258008523,156.49999999999994,3349.5002354608105,0.9002400288460413,7.10969514929921,1.1484346907459826,79.6719350481553,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2109160050519,0.3664688956161327
NA,0.14500000000000002,170.89457198292175,4131.107387558593,1.0714681146583844,16.33833515817272,1.236781492256386,11.439832125814913,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2114341158244,0.2985304207895041
NA,0.28384459307379056,164.30417015576785,3529.9403725959974,0.9771808332858335,3.1936388934873765,1.1400000000000001,7.340361186103784,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2114780226403,0.19258815809037
36,0.223510818,165.5768202,3875.156807,0.997768604,11.40697995,1.354038965,17.97375341,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2122697,0.043007159
NA,0.1240793217261159,157.71425395274412,3384.967182106871,1.123753080090824,11.294309181696304,1.206328178198224,25.470110576478525,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2124431734445,0.14905194808245273
NA,0.21201516222558256,161.1010329865668,3389.88155657799,1.0275897477290061,0.48,1.2760825920494483,24.456458487469376,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2132241646719,0.1311175798623767
NA,0.13634320223722632,159.54940444779749,3368.9007665922813,1.1179618400359057,0.68,1.1210228652064718,12.83433428460808,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2132441768251,0.16801231918591417
21,0.145648723,161.036472,3454.354522,1.13888939,11.13207616,1.237765999,0.709792103,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2133604,0.060230074
NA,0.2345762630574105,151.8107336206127,3336.3271554916664,0.9884584778545701,0.96,1.1089587189014045,65.14168470207989,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2133918070699,0.1556837195033347
16,0.24525851,161.3533669,3837.250028,1.00781969,19.04771545,1.239525006,1.918753199,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2134301,0.054354118
6,0.362914762,167.3722902,3950.275105,0.916603468,0.941739097,1.20271786,30.45934287,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2142015,0.04188881
NA,0.10681697831568612,151.9907838478721,3528.8564754221093,1.2115256716718807,1.36,0.9444675537648193,7.11855387446729,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2146165088798,0.11952512848871709
NA,0.22,164.7292994472449,4051.3616136205555,1.011004971192548,0.38689810971586924,1.2657491996935974,30.093913677292857,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2148884404362,0.0901929068643417
14,0.086470813999999993,164.0228618,3966.351639,1.177372466,36.41488169,1.261237195,4.825048064,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2148902,0.054191687
NA,0.3974584920046991,158.71919981550468,3244.654185538901,0.905667877935303,0.24,1.2730315687611593,38.36480027986205,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2149287295301,0.14989840762021667
5,0.087824627,171.5168805,4298.875058,1.190189968,17.84811311,1.243411604,8.569180949,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2150143,0.042026357
32,0.374642248,171.1109909,4152.972424,0.898569288,4.590092562,1.226940524,20.26022744,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2155012,0.055629616
NA,0.11005808050670797,149.99999999999997,3387.343119239251,1.1730215632941616,27.909045620986724,1.2195761205343023,1.278227980532749,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2157075529482,0.12082247752084228
NA,0.39606496706397804,169.10097675811082,3679.6285053468364,0.9334458478246066,1.7000000000000002,1.245838077778508,1.2713623473808715,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.215809341604,0.2823572625699784
NA,0.1822860992587703,164.7158213451698,3364.5266392947706,1.0886564200444508,0.88,1.137296852480471,3.5101182608081976,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2158584731924,0.24372360592934353
NA,0.5649649414325438,162.8315119902082,3521.073234978818,0.8238819257208256,1.32,1.1413416967894399,24.067718558825312,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2162105517326,0.2376834229814654
NA,0.919190582473984,153.43082516436894,3250.7795165945186,0.7009405465678225,6.377280529560342,1.22,128.89552640774343,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2162188693559,0.0922023203234215
NA,0.7852265184783889,154.00000000000006,3265.4339432455577,0.7248757162438713,0.660071848140455,1.2486326628616098,112.60265548025079,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2164262940603,0.15381201356480723
NA,0.07086882252352229,147.99999999999994,3534.0953077413465,1.2674981358399964,15.59177738383115,0.9771409335170795,5.762605614736403,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2164645458682,0.11684600122578313
NA,0.321196730712647,160.37076005592084,3456.564964446121,0.9500000000000001,5.236200319299953,1.0994343424433837,23.213867109815954,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2167893779596,0.17108857470505892
NA,0.16640563496330876,147.50000000000006,3218.1783225142094,1.0379623259326651,3.6724154112969645,1.2300369936471187,71.83139731441605,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2173519123817,0.15401712948387533
NA,0.13,168.19601514443275,4255.771507759274,1.121859098761226,0.7364376310937962,1.3585860052663503,9.964145066337077,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2174051076648,0.11051634997914775
NA,0.16079416571642147,154.06279332795185,3267.109385150164,1.0302614603822116,33.91589107529435,1.2926354377522313,39.087115145224544,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2176773013329,0.13641606617725685
NA,0.11916179086911727,154.6105405607399,3224.830015162066,1.110628425956056,16.240736374990036,1.1992208396452617,20.381605263813782,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2177047129143,0.08421766472547072
NA,0.2799614853908799,146.99999999999997,3178.745438958044,0.9396254356723699,6.082898953166714,1.3368432491890576,61.22134234936671,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2178997289732,0.07285782551389583
NA,0.8250050442729067,144.99999999999997,3226.4399454221243,0.7042962461053033,1.7818172426005714,1.1818517851072514,169.88073947510972,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2184664108711,0.10169244052104055
NA,0.18000000000000002,144.82669424840094,3509.664877767715,1.0196866454328084,20.564220336350854,1.2229064793962092,67.58684362373965,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2186309185421,0.0721324410499672
NA,0.27,164.91834560242557,3961.878736159297,0.9295231046809709,10.000223869628929,1.1880900168212118,89.15564475411534,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2186759328566,0.298543065544989
NA,0.28500000000000003,152.0062572501977,3599.710256377511,0.9377193471215053,0.9840160268761685,1.3054006516109806,111.50356860909183,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2187654659976,0.12187844707302999
NA,0.22,162.75460037823615,3972.3175431902414,0.9853032305399385,5.415155183612659,1.2448639583458494,41.01467138998024,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.218964300527,0.08837099029819605
52,0.228862299,172.0591095,4227.048682,1.014633154,0.284490071,1.188265364,14.16212968,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.218967,0.051282378000000003
NA,0.2990808868442377,158.48876493051316,3437.5021812694154,0.9572314089996682,6.355772397255368,1.0457352025000715,18.79209272026611,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.218997413914,0.16546217610913508
NA,0.29441004807132803,157.44866895881032,3246.663744483424,0.9558371675421199,0.68,1.3199548764533837,18.114461601884095,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2194148978821,0.1404649644608683
NA,0.3351122125310199,155.45106539363897,3409.3482136909925,0.929518469901209,5.795344028398966,1.05,19.121766190363825,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2204785831156,0.0920089999090839
NA,0.275,155.0501891705438,3847.5124427811047,0.92692782126093,25.551187260982523,1.2520387321241528,27.61886942093601,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2215493976993,0.08934694156432857
NA,0.26,166.28686558074975,4014.5750346168793,0.9653532266990353,6.426012009741433,1.170912451225271,24.941415566501206,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2217807124017,0.16090352548917133
3,0.679824155,163.772042,3857.180741,0.784764154,6.99952804,1.202361635,20.35981903,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2220128,0.042905773
NA,0.10616845500982329,152.50000000000003,3218.793328647356,1.132395339552508,16.482162118913802,1.295290130338008,48.43802543214767,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.222154512746,0.12177137201799329
NA,0.36248642598919906,148.81371798181752,3364.0945870408245,0.8951253718360941,1.96,1.0441236104980847,51.220300210823495,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2222169051541,0.08215044299906928
NA,0.15999999999999998,156.8812931664849,3873.513573218796,1.011794707691242,27.81974628928963,1.2966176110907175,46.80142249633638,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2223794119631,0.10419647156360759
25,0.834344542,166.2258861,4046.199232,0.75120467,2.214224696,1.250692745,13.39529167,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2224158,0.055846343
NA,0.49172635914734125,148.89332313820023,3274.2889241376297,0.8,7.012448296572303,1.2596873074514798,127.9924168996249,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.222422725498,0.05133938219581607
NA,0.195,168.49614797189986,4159.346983402731,1.0094798145419062,17.733914638779098,1.3238737087099819,11.453644818920546,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2227034686691,0.23288833703546508
NA,0.11687640346717104,145.50000000000003,3217.5079168980465,1.0887077119223119,24.343548415928954,1.145588585537875,57.89818000926509,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2235227647075,0.07426916237472597
NA,0.105,159.7416851190698,3783.924466409372,1.1162747000589848,17.864472075759778,1.3216871213977601,38.3069159040886,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2238010332441,0.12037969700993507
NA,0.016984862853678197,152.92893552863197,3187.3543702376787,1.498722281365437,30.293711037962197,1.2010278890818156,9.916699479119057,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2240280035256,0.15381358809578632
NA,0.07115169054967951,146.99999999999997,3317.21500548452,1.1460311268355727,48.96440505373986,1.3420296250358534,57.67633138085316,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2240974179489,0.051180797587345485
NA,0.29500000000000004,162.0849768944895,3879.697310698525,0.9546805445319704,10.954692336429222,1.1046270222709462,10.74343388985434,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2243496566941,0.12005695550198238
NA,0.28,164.22202197330847,3918.2976615399207,0.8915094886104381,26.012848119000708,1.1928139649502703,82.97065521947711,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2246608317747,0.14954045558648146
NA,0.4338088731025114,155.17323583314797,3187.612971638718,0.876675082065779,0.9500000000000001,1.2805545525929303,22.21511510986642,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2250854668345,0.06563577183905395
NA,0.6274901058073832,155.49999999999994,3475.2508975571377,0.7806372202326108,16.586878818114535,1.2307228413027649,32.90642150906051,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2253565603844,0.09867727216294876
12,0.149057679,160.777821,3615.807668,1.072037565,5.681463592,1.16098422,29.12627121,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2254105,0.048393555
NA,1.1016724903668944,145.50000000000003,3092.5965793342352,0.6581750725640592,9.029886540561606,1.2356973163859841,74.73664441069945,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2255429312734,0.265612201945487
2,0.406155004,166.1976311,4030.082751,0.888617717,15.54859874,1.268507759,10.35682255,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2257462,0.084512281
NA,0.3236231310314608,153.49999999999994,3299.5329367178542,0.9068702555096996,13.132695488129707,1.1593991182728975,21.38095808627819,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2258394473083,0.14881653850544374
NA,0.09532111967030166,151.49999999999994,3279.764402456802,1.1246384743315954,24.732490740806625,1.1989077476980796,47.88625562631987,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2259730417658,0.12373288651341492
NA,0.2558054640776235,146.99999999999997,3267.4913954877934,0.9371406441303116,4.921878366608576,1.2069808521622558,81.06388602247954,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2265277973153,0.12753136411401794
40,0.72770268,169.1342918,4038.612177,0.792525657,1.508169124,1.260424478,15.48370197,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2266938,0.174630281
NA,0.03718390883477427,151.49999999999994,3207.796141820063,1.3459568453101312,29.330330757508953,1.3847870719224413,15.611117135333041,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2268141608516,0.039437207019910124
NA,0.14309413605193766,154.50000000000006,3249.5235270858134,1.0975742229196208,8.613920179334697,1.2502139550193385,28.994091816102276,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2281387746017,0.07173470573494076
NA,1.7181312816897112,151.49999999999994,3257.517332967921,0.5941642804852219,1.0485367833413652,1.3031213470277156,55.200173989789015,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2282600510423,0.08396279303112948
NA,0.22111332555630886,155.49999999999994,3154.620064797776,1.0147022967897896,3.9743947201390246,1.2998927936730347,21.788599027907544,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2282855491898,0.06853849736141648
NA,0.04595256393730502,144.99999999999997,3010.539120325135,1.257165472656155,39.34120165771037,1.2883681244224512,35.54233023776275,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2283627521907,0.06962321563237835
NA,0.144991262,160,3293.249864,1.122525512,1.608220881,1.159272487,10.52106946,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2287689,0.178974767
42,0.356294953,172.3590323,4344.58838,0.943857675,1.672773092,1.206401695,0.880843902,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2287912,0.0664898
NA,0.18879639681402402,163.58581842367076,3379.1727847304437,1.086404285638738,0.6,1.1945887766891288,1.8280976465001013,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2289498105837,0.16781909297171696
NA,0.14114540134349193,164.7161648647887,3523.747029708848,1.1479444262878724,0.10000000000000002,1.043293082693789,0.11863475368288072,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2290348390186,0.21936200369092063
NA,0.12687108070911088,148.5,3304.2847185192495,1.0687004055177942,52.78377791699882,1.2788144237482602,28.568204590715116,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2291646183578,0.08360836911433435
4,1.052860234,163.4762014,3664.774464,0.704508661,1.384886525,1.274392198,31.132241,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2294944,0.093237481
NA,0.2343251605841761,150.49999999999994,3217.9765496954133,0.9590915477942173,11.509531946586783,1.2762769017344828,134.99031800982323,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2296026198695,0.09890074201380777
NA,0.1867782374796323,149.6994141998605,3249.2705583574957,1.0595427996937772,1.6,1.1967005644436488,42.62243203090776,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2296849573289,0.10380210592760566
NA,0.17560798465135893,148.5,3276.02663126695,1.0346189321263168,6.067103598968651,1.3823861203319798,54.4060736479027,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2302355691126,0.1316614614177144
NA,0.16500000000000004,157.66998999750595,3682.564199443759,1.048511987214056,6.935461034958593,1.1957965461812514,46.56241915071165,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2306043752436,0.1034465058651823
NA,0.16500000000000004,157.1375658542323,3572.2659175205326,1.0146763489660973,22.763899588565007,1.275654903552586,72.47352800498399,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2308549262169,0.12472820207479395
19,0.508476843,166.9109833,3996.983128,0.828665207,10.55849103,1.331248897,31.50902193,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.23088,0.113948058
10,0.321315208,168.5562533,4078.853246,0.921482913,13.88163719,1.228755456,12.38019715,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.231082,0.08901967
36,0.142216159,167.8851588,4075.299066,1.088564677,15.25962196,1.339100715,15.36757359,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2311533,0.0467842
NA,1.4940758697129828,147.99999999999994,3050.400905238383,0.6443711372767127,1.4473834763107283,1.2418924954590465,42.40417265377584,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2313148097699,0.147603515174462
NA,0.121832521,147,3231.935099,1.045176849,59.3583882,1.260431547,67.9833558,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2313948,0.127605878
1,1.067231721,164.0689372,3800.310324,0.680047616,0.561782693,1.189347736,40.92284029,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2322486,0.072600364
36,0.060710395,164.3574722,3784.936387,1.241235077,24.12494141,1.199870159,12.15512586,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2324127,0.038027422
NA,0.30371242156747263,159,3331.923249714323,0.9627908521050564,5.935583491826698,1.1576351314087172,9.880343070749923,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.232690488082,0.1531351897597418
NA,0.22,167.26101330047786,4223.2819716254235,0.9818675786908496,16.7494254987988,1.2560723221415875,36.82829169156028,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.233230844213,0.15728979982136226
NA,0.45561967,152.5,3229.673972,0.859129177,10.54882398,1.10708976,37.05011623,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.23382,0.199442764
35,0.169741178,168.9369,4147.783658,1.061492629,5.377281246,1.194116558,21.16721571,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2338474,0.04617344
NA,0.31089087603821564,151,3210.7215709696475,0.9043774439337191,6.283921968783434,1.2447937412203407,96.63078104623347,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2342006282265,0.1334344329129979
NA,0.12000000000000001,156.62302074953112,3665.156709019139,1.1104114109339736,11.193259507314272,1.3334505111149373,34.96500784021977,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2344103972944,0.15242286829099613
NA,0.420062386461447,156,3354.1376608831065,0.8581267927053888,5.370927210184031,1.118339604784534,78.93770127057996,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2346942409431,0.15230143155577253
30,0.043346471,165.7455707,4066.183136,1.287797358,41.10580119,1.30878914,7.306809822,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2347289,0.042730988
11,0.035654123,164.4393003,4132.825534,1.335722997,34.01638785,1.131709812,5.56872594,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2354733,0.031338761
8,0.547837336,164.5051807,4170.422847,0.809429514,9.246786684,1.19772736,26.56623253,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2356837,0.040392982
NA,0.7082793888931047,151.49999999999994,3070.1691984728072,0.7915915487137549,10.14200772672349,1.357573199015957,20.861736522713244,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2366619039605,0.18960640938491075
NA,0.222831575,156.5,3520.24817,0.977778283,12.02521709,1.095458583,45.57483914,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-762.2367349,0.100122534
NA,0.3505808159504049,146.99999999999997,3316.776869340188,0.8947985084583883,20.26311730726682,1.1730079534328974,82.24424018107585,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2367571718576,0.08840867591122868
NA,0.4016589538353975,155.00000000000003,3359.5930020614032,0.8555962481925751,16.415598715292624,1.1511722021100592,43.32294084453592,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-762.2368699514922,0.140264199073055
